Time,Mois_beans,Mois_Maize,Mois_Onion,Mois_Rice,Temp_beans,Temp_Maize,Temp_Onion,Temp_Rice,Temp_Surr,Humid_beans,Humid_Maize,Humid_Onion,Humid_Surr,water_level
2023-07-21,37,38,36,37,18,18,18,18,18,92,92,92,80,2
2023-07-21,38,38,39,37,18,18,18,18,18,92,92,92,80,2
2023-07-21,96,90,96,98,18,18,18,17,17,92,92,92,80,2
2023-07-21,89,80,95,99,18,18,18,18,18,92,92,92,81,2
2023-07-21,79,85,95,98,18,18,18,18,18,92,92,92,81,2
2023-07-21,84,85,94,99,18,18,18,18,18,92,92,92,81,2
2023-07-21,96,89,94,98,18,18,18,18,17,92,92,92,81,2
2023-07-21,94,89,93,99,18,18,18,17,17,92,92,92,81,2
2023-07-21,94,89,93,97,18,18,18,17,17,92,92,92,81,2
2023-07-21,93,89,93,99,18,18,18,18,18,92,92,92,82,2
2023-07-21,95,91,90,98,18,18,18,18,17,92,92,92,82,2
2023-07-21,94,91,92,97,18,18,18,17,17,92,92,92,82,2
2023-07-21,94,90,92,97,17,18,17,17,17,92,92,92,82,2
2023-07-21,93,90,91,98,17,18,17,17,17,92,92,92,82,2
2023-07-21,93,90,91,99,17,18,17,17,17,92,92,92,82,2
2023-07-21,93,90,91,98,17,18,17,17,17,92,92,92,82,2
2023-07-21,93,90,91,97,17,18,17,17,17,92,92,92,82,2
2023-07-21,93,89,91,97,17,18,17,17,17,92,92,92,82,2
2023-07-22,93,89,91,98,17,18,17,17,18,92,92,92,82,2
2023-07-22,93,89,91,98,17,18,17,17,18,92,92,92,82,2
2023-07-22,93,89,91,99,17,18,17,17,17,92,92,92,82,2
2023-07-22,92,89,91,97,17,18,17,17,18,92,92,92,82,2
2023-07-22,92,89,91,97,17,18,17,17,18,92,92,92,82,2
2023-07-22,93,89,91,98,17,18,17,17,18,92,92,92,82,2
2023-07-22,93,89,91,97,17,18,17,17,18,92,92,92,82,4
2023-07-22,93,89,91,99,18,18,18,17,18,92,92,92,82,4
2023-07-22,93,89,91,98,18,18,18,17,18,92,92,92,82,4
2023-07-22,94,89,91,99,18,18,18,18,18,92,92,92,80,4
2023-07-22,93,89,91,98,18,18,18,18,18,92,92,92,80,4
2023-07-22,93,89,91,97,18,18,18,17,18,92,92,92,80,2
2023-07-22,93,89,91,99,18,18,18,18,18,92,92,92,81,3
2023-07-22,93,89,91,99,18,18,18,18,18,92,92,92,81,2
2023-07-22,93,89,91,99,18,18,18,18,18,92,92,92,81,2
2023-07-22,93,89,91,99,18,18,18,18,18,92,92,92,81,3
2023-07-22,93,88,90,99,18,18,18,18,18,92,92,92,81,2
